CNPJ_CIA,DT_REFER,VERSAO,DENOM_CIA,CD_CVM,GRUPO_DFP,MOEDA,ESCALA_MOEDA,ORDEM_EXERC,DT_INI_EXERC,DT_FIM_EXERC,CD_CONTA,DS_CONTA,VL_CONTA,ST_CONTA_FIXA
10.629.105/0001-68,2016-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2016-01-01,2016-12-31,3.04.06,Resultado de Equivalência Patrimonial,0.0,S
10.629.105/0001-68,2016-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2015-01-01,2015-12-31,3.05,Resultado Antes do Resultado Financeiro e dos Tributos,84214000.0,S
10.629.105/0001-68,2016-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2016-01-01,2016-12-31,3.05,Resultado Antes do Resultado Financeiro e dos Tributos,259084000.0,S
10.629.105/0001-68,2016-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2015-01-01,2015-12-31,3.06,Resultado Financeiro,20680000.0,S
10.629.105/0001-68,2016-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2016-01-01,2016-12-31,3.06,Resultado Financeiro,-6133000.0,S
10.629.105/0001-68,2016-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2015-01-01,2015-12-31,3.06.01,Receitas Financeiras,332553000.0,S
10.629.105/0001-68,2016-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2016-01-01,2016-12-31,3.06.01,Receitas Financeiras,313817000.0,S
10.629.105/0001-68,2016-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2015-01-01,2015-12-31,3.06.02,Despesas Financeiras,-311873000.0,S
10.629.105/0001-68,2016-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2016-01-01,2016-12-31,3.06.02,Despesas Financeiras,-319950000.0,S
10.629.105/0001-68,2016-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2015-01-01,2015-12-31,3.07,Resultado Antes dos Tributos sobre o Lucro,104894000.0,S
10.629.105/0001-68,2016-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2016-01-01,2016-12-31,3.07,Resultado Antes dos Tributos sobre o Lucro,252951000.0,S
10.629.105/0001-68,2016-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2015-01-01,2015-12-31,3.08,Imposto de Renda e Contribuição Social sobre o Lucro,5527000.0,S
10.629.105/0001-68,2016-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2016-01-01,2016-12-31,3.08,Imposto de Renda e Contribuição Social sobre o Lucro,-11329000.0,S
10.629.105/0001-68,2016-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2015-01-01,2015-12-31,3.08.01,Corrente,124000.0,S
10.629.105/0001-68,2016-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2016-01-01,2016-12-31,3.08.01,Corrente,-4639000.0,S
10.629.105/0001-68,2016-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2015-01-01,2015-12-31,3.08.02,Diferido,5403000.0,S
10.629.105/0001-68,2016-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2016-01-01,2016-12-31,3.08.02,Diferido,-6690000.0,S
10.629.105/0001-68,2016-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2015-01-01,2015-12-31,3.09,Resultado Líquido das Operações Continuadas,110421000.0,S
10.629.105/0001-68,2016-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2016-01-01,2016-12-31,3.09,Resultado Líquido das Operações Continuadas,241622000.0,S
10.629.105/0001-68,2016-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2015-01-01,2015-12-31,3.10,Resultado Líquido de Operações Descontinuadas,0.0,S
10.629.105/0001-68,2016-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2016-01-01,2016-12-31,3.10,Resultado Líquido de Operações Descontinuadas,0.0,S
10.629.105/0001-68,2016-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2015-01-01,2015-12-31,3.10.01,Lucro/Prejuízo Líquido das Operações Descontinuadas,0.0,S
10.629.105/0001-68,2016-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2016-01-01,2016-12-31,3.10.01,Lucro/Prejuízo Líquido das Operações Descontinuadas,0.0,S
10.629.105/0001-68,2016-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2015-01-01,2015-12-31,3.10.02,Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas,0.0,S
10.629.105/0001-68,2016-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2016-01-01,2016-12-31,3.10.02,Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas,0.0,S
10.629.105/0001-68,2016-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2015-01-01,2015-12-31,3.11,Lucro/Prejuízo Consolidado do Período,110421000.0,S
10.629.105/0001-68,2016-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2016-01-01,2016-12-31,3.11,Lucro/Prejuízo Consolidado do Período,241622000.0,S
10.629.105/0001-68,2016-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2015-01-01,2015-12-31,3.11.01,Atribuído a Sócios da Empresa Controladora,110421000.0,S
10.629.105/0001-68,2016-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2016-01-01,2016-12-31,3.11.01,Atribuído a Sócios da Empresa Controladora,241622000.0,S
10.629.105/0001-68,2016-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2015-01-01,2015-12-31,3.11.02,Atribuído a Sócios Não Controladores,0.0,S
10.629.105/0001-68,2016-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2016-01-01,2016-12-31,3.11.02,Atribuído a Sócios Não Controladores,0.0,S
10.629.105/0001-68,2016-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2015-01-01,2015-12-31,3.99,Lucro por Ação - (Reais / Ação),0.0,N
10.629.105/0001-68,2016-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2016-01-01,2016-12-31,3.99,Lucro por Ação - (Reais / Ação),0.0,N
10.629.105/0001-68,2016-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2015-01-01,2015-12-31,3.99.01,Lucro Básico por Ação,0.0,N
10.629.105/0001-68,2016-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2016-01-01,2016-12-31,3.99.01,Lucro Básico por Ação,0.0,N
10.629.105/0001-68,2016-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2015-01-01,2015-12-31,3.99.01.01,ON,1674.6000000000001,N
10.629.105/0001-68,2016-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2016-01-01,2016-12-31,3.99.01.01,ON,18377.44,N
10.629.105/0001-68,2016-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2015-01-01,2015-12-31,3.99.02,Lucro Diluído por Ação,0.0,N
10.629.105/0001-68,2016-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2016-01-01,2016-12-31,3.99.02,Lucro Diluído por Ação,0.0,N
10.629.105/0001-68,2016-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2015-01-01,2015-12-31,3.99.02.01,ON,1674.6000000000001,N
10.629.105/0001-68,2016-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2016-01-01,2016-12-31,3.99.02.01,ON,18377.44,N
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2016-01-01,2016-12-31,3.01,Receita de Venda de Bens e/ou Serviços,397871000.0,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2017-01-01,2017-12-31,3.01,Receita de Venda de Bens e/ou Serviços,533922000.0,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2016-01-01,2016-12-31,3.02,Custo dos Bens e/ou Serviços Vendidos,-408468000.0,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2017-01-01,2017-12-31,3.02,Custo dos Bens e/ou Serviços Vendidos,-435064000.0,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2016-01-01,2016-12-31,3.03,Resultado Bruto,-10597000.0,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2017-01-01,2017-12-31,3.03,Resultado Bruto,98858000.0,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2016-01-01,2016-12-31,3.04,Despesas/Receitas Operacionais,269681000.0,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2017-01-01,2017-12-31,3.04,Despesas/Receitas Operacionais,-56649000.0,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2016-01-01,2016-12-31,3.04.01,Despesas com Vendas,0.0,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2017-01-01,2017-12-31,3.04.01,Despesas com Vendas,0.0,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2016-01-01,2016-12-31,3.04.02,Despesas Gerais e Administrativas,-75029000.0,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2017-01-01,2017-12-31,3.04.02,Despesas Gerais e Administrativas,-98116000.0,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2016-01-01,2016-12-31,3.04.02.01,Despesas com Geologia e Geofísica,-797000.0,N
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2017-01-01,2017-12-31,3.04.02.01,Despesas com Geologia e Geofísica,-716000.0,N
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2016-01-01,2016-12-31,3.04.02.02,Despesas com Pessoal,-27762000.0,N
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2017-01-01,2017-12-31,3.04.02.02,Despesas com Pessoal,-37901000.0,N
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2016-01-01,2016-12-31,3.04.02.03,Despesas Gerais e Administrativas,-11407000.0,N
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2017-01-01,2017-12-31,3.04.02.03,Despesas Gerais e Administrativas,-13186000.0,N
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2016-01-01,2016-12-31,3.04.02.04,Despesas com Serviços de Terceiros,-33307000.0,N
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2017-01-01,2017-12-31,3.04.02.04,Despesas com Serviços de Terceiros,-40393000.0,N
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2016-01-01,2016-12-31,3.04.02.05,Impostos e Taxas,-1388000.0,N
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2017-01-01,2017-12-31,3.04.02.05,Impostos e Taxas,-3644000.0,N
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2016-01-01,2016-12-31,3.04.02.06,Despesa de Depreciação,-368000.0,N
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2017-01-01,2017-12-31,3.04.02.06,Despesa de Depreciação,-2276000.0,N
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2016-01-01,2016-12-31,3.04.03,Perdas pela Não Recuperabilidade de Ativos,0.0,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2017-01-01,2017-12-31,3.04.03,Perdas pela Não Recuperabilidade de Ativos,0.0,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2016-01-01,2016-12-31,3.04.03.01,Baixa de poço seco,0.0,N
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2017-01-01,2017-12-31,3.04.03.01,Baixa de poço seco,0.0,N
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2016-01-01,2016-12-31,3.04.03.02,Provisão de impairment,0.0,N
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2017-01-01,2017-12-31,3.04.03.02,Provisão de impairment,0.0,N
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2016-01-01,2016-12-31,3.04.04,Outras Receitas Operacionais,-6712000.0,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2017-01-01,2017-12-31,3.04.04,Outras Receitas Operacionais,0.0,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2016-01-01,2016-12-31,3.04.04.01,Resultado na venda de participação no Solimões,0.0,N
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2017-01-01,2017-12-31,3.04.04.01,Resultado na venda de participação no Solimões,0.0,N
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2016-01-01,2016-12-31,3.04.04.02,Resultado na venda de ativos permanentes,-6712000.0,N
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2017-01-01,2017-12-31,3.04.04.02,Resultado na venda de ativos permanentes,0.0,N
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2016-01-01,2016-12-31,3.04.04.03,Outras,0.0,N
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2017-01-01,2017-12-31,3.04.04.03,Outras,0.0,N
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2016-01-01,2016-12-31,3.04.05,Outras Despesas Operacionais,351422000.0,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2017-01-01,2017-12-31,3.04.05,Outras Despesas Operacionais,41467000.0,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2016-01-01,2016-12-31,3.04.06,Resultado de Equivalência Patrimonial,0.0,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2017-01-01,2017-12-31,3.04.06,Resultado de Equivalência Patrimonial,0.0,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2016-01-01,2016-12-31,3.05,Resultado Antes do Resultado Financeiro e dos Tributos,259084000.0,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2017-01-01,2017-12-31,3.05,Resultado Antes do Resultado Financeiro e dos Tributos,42209000.0,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2016-01-01,2016-12-31,3.06,Resultado Financeiro,-6133000.0,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2017-01-01,2017-12-31,3.06,Resultado Financeiro,-13775000.0,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2016-01-01,2016-12-31,3.06.01,Receitas Financeiras,313817000.0,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2017-01-01,2017-12-31,3.06.01,Receitas Financeiras,171756000.0,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2016-01-01,2016-12-31,3.06.02,Despesas Financeiras,-319950000.0,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2017-01-01,2017-12-31,3.06.02,Despesas Financeiras,-185531000.0,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2016-01-01,2016-12-31,3.07,Resultado Antes dos Tributos sobre o Lucro,252951000.0,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2017-01-01,2017-12-31,3.07,Resultado Antes dos Tributos sobre o Lucro,28434000.0,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2016-01-01,2016-12-31,3.08,Imposto de Renda e Contribuição Social sobre o Lucro,-11329000.0,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2017-01-01,2017-12-31,3.08,Imposto de Renda e Contribuição Social sobre o Lucro,2193000.0,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2016-01-01,2016-12-31,3.08.01,Corrente,-4639000.0,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2017-01-01,2017-12-31,3.08.01,Corrente,-2545000.0,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2016-01-01,2016-12-31,3.08.02,Diferido,-6690000.0,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2017-01-01,2017-12-31,3.08.02,Diferido,4738000.0,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2016-01-01,2016-12-31,3.09,Resultado Líquido das Operações Continuadas,241622000.0,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2017-01-01,2017-12-31,3.09,Resultado Líquido das Operações Continuadas,30627000.0,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2016-01-01,2016-12-31,3.10,Resultado Líquido de Operações Descontinuadas,0.0,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2017-01-01,2017-12-31,3.10,Resultado Líquido de Operações Descontinuadas,0.0,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2016-01-01,2016-12-31,3.10.01,Lucro/Prejuízo Líquido das Operações Descontinuadas,0.0,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2017-01-01,2017-12-31,3.10.01,Lucro/Prejuízo Líquido das Operações Descontinuadas,0.0,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2016-01-01,2016-12-31,3.10.02,Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas,0.0,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2017-01-01,2017-12-31,3.10.02,Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas,0.0,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2016-01-01,2016-12-31,3.11,Lucro/Prejuízo Consolidado do Período,241622000.0,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2017-01-01,2017-12-31,3.11,Lucro/Prejuízo Consolidado do Período,30627000.0,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2016-01-01,2016-12-31,3.11.01,Atribuído a Sócios da Empresa Controladora,241622000.0,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2017-01-01,2017-12-31,3.11.01,Atribuído a Sócios da Empresa Controladora,30627000.0,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2016-01-01,2016-12-31,3.11.02,Atribuído a Sócios Não Controladores,0.0,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2017-01-01,2017-12-31,3.11.02,Atribuído a Sócios Não Controladores,0.0,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2016-01-01,2016-12-31,3.99,Lucro por Ação - (Reais / Ação),0.0,N
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2017-01-01,2017-12-31,3.99,Lucro por Ação - (Reais / Ação),0.0,N
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2016-01-01,2016-12-31,3.99.01,Lucro Básico por Ação,0.0,N
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2017-01-01,2017-12-31,3.99.01,Lucro Básico por Ação,0.0,N
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2016-01-01,2016-12-31,3.99.01.01,ON,18377.44,N
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2017-01-01,2017-12-31,3.99.01.01,ON,2446.0,N
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2016-01-01,2016-12-31,3.99.02,Lucro Diluído por Ação,0.0,N
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2017-01-01,2017-12-31,3.99.02,Lucro Diluído por Ação,0.0,N
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2016-01-01,2016-12-31,3.99.02.01,ON,18377.44,N
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2017-01-01,2017-12-31,3.99.02.01,ON,2446.0,N
10.629.105/0001-68,2018-12-31,1,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2017-01-01,2017-12-31,3.01,Receita de Venda de Bens e/ou Serviços,533922000.0,S
