CNPJ_CIA,DT_REFER,VERSAO,DENOM_CIA,CD_CVM,GRUPO_DFP,MOEDA,ESCALA_MOEDA,ORDEM_EXERC,DT_FIM_EXERC,CD_CONTA,DS_CONTA,VL_CONTA,ST_CONTA_FIXA
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2017-12-31,2.01.04.01,Empréstimos e Financiamentos,75011.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2016-12-31,2.01.04.01.01,Em Moeda Nacional,0.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2017-12-31,2.01.04.01.01,Em Moeda Nacional,0.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2016-12-31,2.01.04.01.02,Em Moeda Estrangeira,0.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2017-12-31,2.01.04.01.02,Em Moeda Estrangeira,0.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2016-12-31,2.01.04.02,Debêntures,688.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2017-12-31,2.01.04.02,Debêntures,21621.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2016-12-31,2.01.04.03,Financiamento por Arrendamento Financeiro,0.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2017-12-31,2.01.04.03,Financiamento por Arrendamento Financeiro,0.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2016-12-31,2.01.05,Outras Obrigações,5111.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2017-12-31,2.01.05,Outras Obrigações,19629.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2016-12-31,2.01.05.01,Passivos com Partes Relacionadas,0.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2017-12-31,2.01.05.01,Passivos com Partes Relacionadas,0.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2016-12-31,2.01.05.01.01,Débitos com Coligadas,0.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2017-12-31,2.01.05.01.01,Débitos com Coligadas,0.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2016-12-31,2.01.05.01.03,Débitos com Controladores,0.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2017-12-31,2.01.05.01.03,Débitos com Controladores,0.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2016-12-31,2.01.05.01.04,Débitos com Outras Partes Relacionadas,0.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2017-12-31,2.01.05.01.04,Débitos com Outras Partes Relacionadas,0.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2016-12-31,2.01.05.02,Outros,5111.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2017-12-31,2.01.05.02,Outros,19629.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2016-12-31,2.01.05.02.01,Dividendos e JCP a Pagar,0.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2017-12-31,2.01.05.02.01,Dividendos e JCP a Pagar,0.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2016-12-31,2.01.05.02.02,Dividendo Mínimo Obrigatório a Pagar,0.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2017-12-31,2.01.05.02.02,Dividendo Mínimo Obrigatório a Pagar,0.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2016-12-31,2.01.05.02.03,Obrigações por Pagamentos Baseados em Ações,0.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2017-12-31,2.01.05.02.03,Obrigações por Pagamentos Baseados em Ações,0.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2016-12-31,2.01.05.02.04,Instrumentos Financeiros e Derivativos,162.0000000000,N
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2017-12-31,2.01.05.02.04,Instrumentos Financeiros e Derivativos,0.0000000000,N
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2016-12-31,2.01.05.02.05,Gastos com Emissão de Ação a Pagar,0.0000000000,N
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2017-12-31,2.01.05.02.05,Gastos com Emissão de Ação a Pagar,0.0000000000,N
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2016-12-31,2.01.05.02.06,Contas a pagar Petra,0.0000000000,N
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2017-12-31,2.01.05.02.06,Contas a pagar Petra,0.0000000000,N
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2016-12-31,2.01.05.02.07,Outras obrigações,0.0000000000,N
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2017-12-31,2.01.05.02.07,Outras obrigações,0.0000000000,N
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2016-12-31,2.01.05.02.08,Adiantamento de Parceiros,4170.0000000000,N
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2017-12-31,2.01.05.02.08,Adiantamento de Parceiros,7129.0000000000,N
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2016-12-31,2.01.05.02.09,Adiantamento para Alienação de Ativo Fixo,0.0000000000,N
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2017-12-31,2.01.05.02.09,Adiantamento para Alienação de Ativo Fixo,0.0000000000,N
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2016-12-31,2.01.05.02.20,Outros,779.0000000000,N
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2017-12-31,2.01.05.02.20,Outros,12500.0000000000,N
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2016-12-31,2.01.06,Provisões,0.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2017-12-31,2.01.06,Provisões,0.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2016-12-31,2.01.06.01,Provisões Fiscais Previdenciárias Trabalhistas e Cíveis,0.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2017-12-31,2.01.06.01,Provisões Fiscais Previdenciárias Trabalhistas e Cíveis,0.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2016-12-31,2.01.06.01.01,Provisões Fiscais,0.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2017-12-31,2.01.06.01.01,Provisões Fiscais,0.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2016-12-31,2.01.06.01.02,Provisões Previdenciárias e Trabalhistas,0.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2017-12-31,2.01.06.01.02,Provisões Previdenciárias e Trabalhistas,0.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2016-12-31,2.01.06.01.03,Provisões para Benefícios a Empregados,0.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2017-12-31,2.01.06.01.03,Provisões para Benefícios a Empregados,0.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2016-12-31,2.01.06.01.04,Provisões Cíveis,0.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2017-12-31,2.01.06.01.04,Provisões Cíveis,0.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2016-12-31,2.01.06.02,Outras Provisões,0.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2017-12-31,2.01.06.02,Outras Provisões,0.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2016-12-31,2.01.06.02.01,Provisões para Garantias,0.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2017-12-31,2.01.06.02.01,Provisões para Garantias,0.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2016-12-31,2.01.06.02.02,Provisões para Reestruturação,0.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2017-12-31,2.01.06.02.02,Provisões para Reestruturação,0.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2016-12-31,2.01.06.02.03,Provisões para Passivos Ambientais e de Desativação,0.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2017-12-31,2.01.06.02.03,Provisões para Passivos Ambientais e de Desativação,0.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2016-12-31,2.01.07,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,0.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2017-12-31,2.01.07,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,0.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2016-12-31,2.01.07.01,Passivos sobre Ativos Não-Correntes a Venda,0.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2017-12-31,2.01.07.01,Passivos sobre Ativos Não-Correntes a Venda,0.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2016-12-31,2.01.07.02,Passivos sobre Ativos de Operações Descontinuadas,0.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2017-12-31,2.01.07.02,Passivos sobre Ativos de Operações Descontinuadas,0.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2016-12-31,2.02,Passivo Não Circulante,168597.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2017-12-31,2.02,Passivo Não Circulante,174429.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2016-12-31,2.02.01,Empréstimos e Financiamentos,31431.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2017-12-31,2.02.01,Empréstimos e Financiamentos,54038.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2016-12-31,2.02.01.01,Empréstimos e Financiamentos,0.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2017-12-31,2.02.01.01,Empréstimos e Financiamentos,0.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2016-12-31,2.02.01.01.01,Em Moeda Nacional,0.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2017-12-31,2.02.01.01.01,Em Moeda Nacional,0.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2016-12-31,2.02.01.01.02,Em Moeda Estrangeira,0.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2017-12-31,2.02.01.01.02,Em Moeda Estrangeira,0.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2016-12-31,2.02.01.02,Debêntures,31431.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2017-12-31,2.02.01.02,Debêntures,54038.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2016-12-31,2.02.01.03,Financiamento por Arrendamento Financeiro,0.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2017-12-31,2.02.01.03,Financiamento por Arrendamento Financeiro,0.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2016-12-31,2.02.02,Outras Obrigações,12828.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2017-12-31,2.02.02,Outras Obrigações,13456.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2016-12-31,2.02.02.01,Passivos com Partes Relacionadas,0.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2017-12-31,2.02.02.01,Passivos com Partes Relacionadas,0.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2016-12-31,2.02.02.01.01,Débitos com Coligadas,0.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2017-12-31,2.02.02.01.01,Débitos com Coligadas,0.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2016-12-31,2.02.02.01.03,Débitos com Controladores,0.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2017-12-31,2.02.02.01.03,Débitos com Controladores,0.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2016-12-31,2.02.02.01.04,Débitos com Outras Partes Relacionadas,0.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2017-12-31,2.02.02.01.04,Débitos com Outras Partes Relacionadas,0.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2016-12-31,2.02.02.02,Outros,12828.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2017-12-31,2.02.02.02,Outros,13456.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2016-12-31,2.02.02.02.01,Obrigações por Pagamentos Baseados em Ações,0.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2017-12-31,2.02.02.02.01,Obrigações por Pagamentos Baseados em Ações,0.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2016-12-31,2.02.02.02.02,Adiantamento para Futuro Aumento de Capital,0.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2017-12-31,2.02.02.02.02,Adiantamento para Futuro Aumento de Capital,0.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2016-12-31,2.02.02.02.03,Fornecedores,12828.0000000000,N
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2017-12-31,2.02.02.02.03,Fornecedores,13456.0000000000,N
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2016-12-31,2.02.02.02.04,Outras obrigações,0.0000000000,N
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2017-12-31,2.02.02.02.04,Outras obrigações,0.0000000000,N
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2016-12-31,2.02.03,Tributos Diferidos,19275.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2017-12-31,2.02.03,Tributos Diferidos,17697.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2016-12-31,2.02.03.01,Imposto de Renda e Contribuição Social Diferidos,19275.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2017-12-31,2.02.03.01,Imposto de Renda e Contribuição Social Diferidos,17697.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2016-12-31,2.02.04,Provisões,105063.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2017-12-31,2.02.04,Provisões,89238.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2016-12-31,2.02.04.01,Provisões Fiscais Previdenciárias Trabalhistas e Cíveis,56393.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2017-12-31,2.02.04.01,Provisões Fiscais Previdenciárias Trabalhistas e Cíveis,15119.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2016-12-31,2.02.04.01.01,Provisões Fiscais,268.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2017-12-31,2.02.04.01.01,Provisões Fiscais,299.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2016-12-31,2.02.04.01.02,Provisões Previdenciárias e Trabalhistas,11997.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2017-12-31,2.02.04.01.02,Provisões Previdenciárias e Trabalhistas,14820.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2016-12-31,2.02.04.01.03,Provisões para Benefícios a Empregados,0.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2017-12-31,2.02.04.01.03,Provisões para Benefícios a Empregados,0.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2016-12-31,2.02.04.01.04,Provisões Cíveis,44128.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2017-12-31,2.02.04.01.04,Provisões Cíveis,0.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2016-12-31,2.02.04.02,Outras Provisões,48670.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2017-12-31,2.02.04.02,Outras Provisões,74119.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2016-12-31,2.02.04.02.01,Provisões para Garantias,0.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2017-12-31,2.02.04.02.01,Provisões para Garantias,0.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2016-12-31,2.02.04.02.02,Provisões para Reestruturação,0.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2017-12-31,2.02.04.02.02,Provisões para Reestruturação,0.0000000000,S
10.629.105/0001-68,2017-12-31,2,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2016-12-31,2.02.04.02.03,Provisões para Passivos Ambientais e de Desativação,48670.0000000000,S
